1.302878062458553910e+07	1.073098160617970861e+05	1.014463815941384571e-11	9.233689930084743537e+04	5.027996607869864021e-02	9.552751105702275702e-02	1.114480187546114387e-01	1.019005551007806237e-01	9.750887643460995347e-02	9.642186636357549800e-02	9.752176621368940923e-02	9.724767271626207077e-02	9.765590830112320930e-02	9.999690196595248382e-02	4.528310948948353898e-02	1.059208752456153174e-01	9.687184976607952913e-02	9.279526461542988991e-02	9.164238944753400062e-02	9.270375414024237259e-02	9.245702743988884476e-02	9.285707605553633615e-02	9.517338389505056173e-02	6.192357911041542623e-02	1.132824398520288489e-01	1.085319731928559711e-01	1.071940807743722024e-01	1.085370305622905263e-01	1.082552146185861847e-01	1.087277075582038788e-01	1.112017507869639404e-01	5.181575491664823507e-02	9.937850766101191669e-02	9.816539019798854737e-02	9.931904681652499456e-02	9.892091632867253126e-02	9.935333264496931660e-02	1.017569189605762869e-01	4.761560149786013552e-02	9.393609874733510612e-02	9.504062872475764479e-02	9.480029733783568169e-02	9.534287520307646591e-02	9.765494486866899138e-02	4.639769332424775738e-02	9.387750490444665696e-02	9.377957088822466702e-02	9.417761682523276279e-02	9.647042032930792932e-02	4.756247527064960678e-02	9.487071217101489262e-02	9.528950419223281010e-02	9.878848987711666418e-02	4.731425907802135067e-02	9.620886235804237963e-02	9.854722515475852762e-02	4.832204819492917636e-02	9.898685339879900735e-02	5.068503235907677318e-02
1.073098160617970861e+05	9.296285778261897121e+02	5.599837461677500194e-13	8.457158206812733852e+02	-5.419617055350390124e-04	-7.759809291159544282e-04	-7.021898164320491183e-04	-5.178984249840145942e-04	-4.036980755967239996e-04	-3.440554475298126993e-04	-2.294870217884606911e-04	-1.262169939318943208e-04	-2.180776360865614130e-05	1.517852282649726631e-04	-2.479346788371123919e-04	-3.838784125720454696e-04	-2.323053636654997655e-04	-1.322066106893221376e-04	-7.721098604559497539e-05	3.654661666476912660e-05	1.330092554949717639e-04	2.325683168525069869e-04	4.013507041856594071e-04	-1.086463264437165981e-04	-5.941538325232474584e-05	4.940868075910399392e-05	1.124224949652038487e-04	2.495948559483804341e-04	3.624087289123212796e-04	4.791937497003286093e-04	6.798400940775119715e-04	3.623621170402733854e-05	1.681471603132352630e-04	2.249210428197727352e-04	3.527070345774937100e-04	4.553033030565222612e-04	5.621793245040102504e-04	7.474322097165066615e-04	1.283817131669572683e-04	3.107729867892904292e-04	4.356336944432173349e-04	5.339883583127959894e-04	6.375693958172994492e-04	8.173399271774323127e-04	1.819770381841162381e-04	4.889572510224720562e-04	5.868628351038005170e-04	6.891563923051211276e-04	8.683842860574824286e-04	3.094918535390982954e-04	7.175183576314421441e-04	8.216762137659352084e-04	1.005762132205988016e-03	4.074868767846273046e-04	9.186395946075791687e-04	1.103176041262923616e-03	5.112108579074613321e-04	1.207892201201152434e-03	6.991839842386188058e-04
1.014463815941442086e-11	5.599837461677499184e-13	5.374133141057145708e-23	1.353973475973020998e-12	-5.418333545467883246e-17	-1.868781862706148499e-17	-4.335324339124428999e-17	5.565358016515934415e-17	9.491991932712687835e-17	3.787812545874341994e-17	-1.468901259090549168e-16	9.007887412203902487e-17	-4.013649987520987671e-17	1.295616298724462146e-17	-3.446947867580954603e-17	1.092220226209534194e-17	2.432620589796514924e-17	-4.099382006587083554e-18	-3.458354044429986924e-17	-5.780141209659446013e-18	5.133020514713287607e-17	-6.415611000533761928e-17	5.115259968721441705e-17	1.728522215404985414e-17	3.494771112792986278e-17	-2.567867123718873339e-17	-6.301206171953543271e-17	1.738447867172386231e-16	-1.008648697813920363e-16	-8.348055283522538339e-17	1.146462403955846284e-17	2.006247773755004218e-17	-3.635570988954067269e-17	-6.372362180993743144e-17	2.239834570654815705e-17	2.274784138446645686e-17	4.494208230244346570e-18	-1.821378545412310790e-17	-1.486452812565812655e-17	2.446780807925105353e-18	3.631500926905839899e-17	-6.707034185989327502e-18	5.566516637313037295e-17	-6.957494201579879059e-17	-5.418176147806468291e-17	1.880832543644783492e-17	-3.846437936955048790e-17	3.545421143198477659e-17	4.144196383753263993e-17	-6.708206308303763384e-18	3.544790414357672334e-17	2.319957181991617861e-17	-6.035949559394268249e-17	-6.288068795192993004e-18	8.185985729972859241e-17	-6.601232724889942253e-17	-5.641169241486253641e-17	2.909844826498653208e-17	3.072189294758337156e-17
9.233689930084744992e+04	8.457158206812732715e+02	1.353973475973011708e-12	8.264402811494937851e+02	-8.608599034903391357e-04	-1.523627945595202671e-03	-1.623006016688860334e-03	-1.356181052959018604e-03	-1.189201770620016124e-03	-1.069911192271344458e-03	-9.678940683292427223e-04	-8.622246974627984298e-04	-7.668160394619800415e-04	-6.834582267046564186e-04	-6.512973753702699237e-04	-1.332001296461775026e-03	-1.070648617543775013e-03	-8.971355137340852968e-04	-7.643312656394615290e-04	-6.407616946564839190e-04	-5.240009558865023820e-04	-4.166538744938774416e-04	-3.178489840186246910e-04	-6.476933196907990820e-04	-9.868093105251936163e-04	-7.717825636459183956e-04	-5.983005462283008322e-04	-4.273052292938333803e-04	-2.761893247018389107e-04	-1.348258183262933223e-04	-5.672920099371011118e-08	-3.525725310475358049e-04	-5.016303022717813693e-04	-3.314731616145202039e-04	-1.582615934204607551e-04	-9.949450658348023540e-06	1.294104891942783435e-04	2.652207720457755479e-04	-1.500269658642110562e-04	-1.269421084272959015e-04	5.547429794486427373e-05	2.063378725014406302e-04	3.496714731447947942e-04	4.912816303041136860e-04	2.720772449658247354e-05	2.492628337268356568e-04	4.069203238056831812e-04	5.564399859806468899e-04	7.064615939350968755e-04	2.313028667915887704e-04	6.300512597785742647e-04	7.899519974756608791e-04	9.535017203454150894e-04	4.010774056693349929e-04	9.729640475751318669e-04	1.143809683645276862e-03	5.724174122240034994e-04	1.323595820342386795e-03	7.559452975742006866e-04
5.027996607869864021e-02	-5.419617055350390124e-04	-5.418333545467883246e-17	-8.608599034903391357e-04	1.280241348388618805e-01	-1.992111423807861305e-05	-2.353330601426465170e-05	-2.162812118274853195e-05	-2.091858817305953806e-05	-2.084939256541503666e-05	-2.129478676299691105e-05	-2.122674710722070320e-05	-2.126561860508643017e-05	-2.154895106323305169e-05	7.890972730379857528e-10	1.866344926295863533e-09	1.716705143829282121e-09	1.661032619989918001e-09	1.655694567954024989e-09	1.691052389412391535e-09	1.685636648384234763e-09	1.688783972148653482e-09	1.711348211352545330e-09	1.103622790322976786e-09	2.030377166902521881e-09	1.964578391926572630e-09	1.958275460051556125e-09	2.000093834571646267e-09	1.993687331132085037e-09	1.997412898415909139e-09	2.024104551265015037e-09	9.338831951371526978e-10	1.807274395272431252e-09	1.801483419679525004e-09	1.839951884173897681e-09	1.834057112352999751e-09	1.837485507328372560e-09	1.862042039903446208e-09	8.743789094797694014e-10	1.743157620654610215e-09	1.780379943396498875e-09	1.774675527289607540e-09	1.777993468233894252e-09	1.801755870310312461e-09	8.687881320287828739e-10	1.774679416240754682e-09	1.768993238574638835e-09	1.772300920582002764e-09	1.795987656500096710e-09	9.062874824195420899e-10	1.806767435830142132e-09	1.810145873295007182e-09	1.834338500791472087e-09	9.004892776654770647e-10	1.804346220194784277e-09	1.828461371370545025e-09	9.038604631509452976e-10	1.831881617897913067e-09	9.281827912238309984e-10
9.552751105702275702e-02	-7.759809291159544282e-04	-1.868781862706148499e-17	-1.523627945595202671e-03	-1.992111423807861305e-05	2.836007019162174389e-02	-2.273037971405558906e-05	-2.089315427522758713e-05	-2.021039889581754560e-05	-2.014616162359366902e-05	-2.057929845506706432e-05	-2.051563376464443517e-05	-2.055509742223947750e-05	-2.083074673901118393e-05	-2.204075526481013226e-06	-2.601760306594058958e-06	-2.391007872764112899e-06	-2.312513882110813138e-06	-2.304850477795989874e-06	-2.354088135719952901e-06	-2.346567190717845493e-06	-2.350858752449360820e-06	-2.382174428832732726e-06	2.129661639003170983e-09	3.918229660045799500e-09	3.791483717075869228e-09	3.779579547789889780e-09	3.860577478375555689e-09	3.848427829443968538e-09	3.855812451216171085e-09	3.907518830864235952e-09	1.802309375125288458e-09	3.488090997710644485e-09	3.477154914712550402e-09	3.551669890902556335e-09	3.540491054583036335e-09	3.547287969200648136e-09	3.594861871164663673e-09	1.687681416062730532e-09	3.364787161965596289e-09	3.436893359032179849e-09	3.426075217895765874e-09	3.432653954377960252e-09	3.478692664526534526e-09	1.677123268016997418e-09	3.426126895348214458e-09	3.415342614362638397e-09	3.421901492669939420e-09	3.467796847592036071e-09	1.749773870372279376e-09	3.488532407101216196e-09	3.495232025694505350e-09	3.542111056234972516e-09	1.738775884006247999e-09	3.484230359732922843e-09	3.530961879083821449e-09	1.745461599689279097e-09	3.537745326443988793e-09	1.792598078554040852e-09
1.114480187546114387e-01	-7.021898164320491183e-04	-4.335324339124428999e-17	-1.623006016688860334e-03	-2.353330601426465170e-05	-2.273037971405558906e-05	3.983959101307683187e-03	-2.469908308164606031e-05	-2.389505395271748092e-05	-2.382145641763234090e-05	-2.433583255316186866e-05	-2.426222612119970556e-05	-2.431052018798033652e-05	-2.463807137408434011e-05	1.800858821786804049e-09	-3.077833244912612238e-07	3.919641597037928694e-09	3.793071054462305986e-09	3.781353233592366500e-09	3.862581268867361218e-09	3.850570870995331769e-09	3.858095264687283589e-09	3.909960473218617909e-09	-3.661047189734612349e-07	-3.341451524191770188e-07	-3.231807472176402149e-07	-3.221106194055929248e-07	-3.289910983985220624e-07	-3.279395029233297614e-07	-3.285393739762018762e-07	-3.329160172762373463e-07	2.133285210399585048e-09	4.128989072553696410e-09	4.116278345247085204e-09	4.204699661631047452e-09	4.191624246505734897e-09	4.199827734001299666e-09	4.256302951987537979e-09	1.997941977795197599e-09	3.983591749827462565e-09	4.069162306650030385e-09	4.056507989699213995e-09	4.064449036900271581e-09	4.119106692374925490e-09	1.985669854962706257e-09	4.056647123934147134e-09	4.044031688133761449e-09	4.051949200929430068e-09	4.106439793762541272e-09	2.071893514029287433e-09	4.130900580499669174e-09	4.138988322622988850e-09	4.194649546466683587e-09	2.059027086704655682e-09	4.126116790591331760e-09	4.181604939648807027e-09	2.067098416704741589e-09	4.189794610131920755e-09	2.123070446278289771e-09
1.019005551007806237e-01	-5.178984249840145942e-04	5.565358016515934415e-17	-1.356181052959018604e-03	-2.162812118274853195e-05	-2.089315427522758713e-05	-2.469908308164606031e-05	8.582609977077465101e-04	-2.197226644122393457e-05	-2.190592976374874690e-05	-2.238018753563138835e-05	-2.231343548318008997e-05	-2.235875964804042324e-05	-2.266088069746341927e-05	1.656729465994010453e-09	3.920050622884732616e-09	-6.498903413915491831e-08	3.490447396914888950e-09	3.479787413126039898e-09	3.554643679224288938e-09	3.543671152168304650e-09	3.550675237240684996e-09	3.598484551422161669e-09	2.319000203588767359e-09	-7.677029623558504228e-08	4.130045628697019717e-09	4.117458291838154553e-09	4.206032411622481669e-09	4.193049193603298859e-09	4.201345330610993086e-09	4.257925823526829288e-09	-7.251708006464302582e-08	-6.823808923671144088e-08	-6.801163450534267166e-08	-6.946389813481054094e-08	-6.924148440094660563e-08	-6.936775838936631389e-08	-7.029149273931795300e-08	1.839049496660615845e-09	3.666915482358082769e-09	3.745796637681270420e-09	3.734233478569621118e-09	3.741628065187099979e-09	3.792026268979832272e-09	1.827884091449458992e-09	3.734409560623112090e-09	3.722881506285500974e-09	3.730254423568356928e-09	3.780500380818079104e-09	1.907371292175953152e-09	3.802966468093212143e-09	3.810498086822781891e-09	3.861824998890106166e-09	1.895613316735940066e-09	3.798734994827816350e-09	3.849903455737091025e-09	1.903129851983779883e-09	3.857530389084607085e-09	1.954746213742451263e-09
9.750887643460995347e-02	-4.036980755967239996e-04	9.491991932712687835e-17	-1.189201770620016124e-03	-2.091858817305953806e-05	-2.021039889581754560e-05	-2.389505395271748092e-05	-2.197226644122393457e-05	3.367668985960120065e-04	-2.119693051332087420e-05	-2.165681050890979164e-05	-2.159294998027598875e-05	-2.163743878136357841e-05	-2.193047778779000934e-05	1.603234918804783211e-09	3.793788292677313588e-09	3.490743845760278606e-09	-2.450965262787322142e-08	3.368117048809928261e-09	3.440654849694117708e-09	3.430097482685955866e-09	3.436931142762414894e-09	3.483267418298772988e-09	2.244493379393507176e-09	4.130637932601683823e-09	-2.894941512987262362e-08	3.985659859640452571e-09	4.071498253276780574e-09	4.059005519947450793e-09	4.067100580621826662e-09	4.121942690104893662e-09	1.900540270254812469e-09	-2.660290851666993828e-08	3.667769845415590919e-09	3.746761656196415452e-09	3.735265243131260320e-09	3.742719110258045239e-09	3.793193482256678994e-09	-2.750888074396163370e-08	-2.564258629318760405e-08	-2.618971997378674070e-08	-2.610555356761012080e-08	-2.615279664146030467e-08	-2.650070081257259022e-08	1.769594880590616172e-09	3.615412223365175452e-09	3.604318692673256221e-09	3.611513988541143183e-09	3.660222654787362408e-09	1.846638074189549892e-09	3.681943580188808141e-09	3.689293899940314977e-09	3.739051640009818317e-09	1.835322841012452797e-09	3.677973415915619745e-09	3.727578450901314180e-09	1.842658593907954678e-09	3.735022090622054499e-09	1.892699036738584167e-09
9.642186636357549800e-02	-3.440554475298126993e-04	3.787812545874341994e-17	-1.069911192271344458e-03	-2.084939256541503327e-05	-2.014616162359366902e-05	-2.382145641763234090e-05	-2.190592976374874690e-05	-2.119693051332087420e-05	2.117800414421056152e-04	-2.159417703970824840e-05	-2.153107174263179486e-05	-2.157610568933427623e-05	-2.186888343826849442e-05	1.598310223213227326e-09	3.782349521488575003e-09	3.480342968885012020e-09	3.368369163648893862e-09	-1.478624865621252828e-08	3.430646770254251148e-09	3.420168918603915928e-09	3.427042298460246402e-09	3.473295099742710102e-09	2.237854055164504770e-09	4.118567931386094411e-09	3.986163247499959113e-09	-1.746200708759778833e-08	4.059891011104563512e-09	4.047491815874673982e-09	4.055634674352935304e-09	4.110381413688930953e-09	1.895055772419082510e-09	3.668348830375729849e-09	-1.604478496832196704e-08	3.736217768756630018e-09	3.724807193634505649e-09	3.732305662867883584e-09	3.782694368986178201e-09	1.775267431940756733e-09	-1.551647733159696240e-08	3.616232711332395551e-09	3.605188548288097599e-09	3.612448312659692129e-09	3.661221767245808807e-09	-1.722881212885337626e-08	-1.579378142632696403e-08	-1.574279135009447353e-08	-1.577098994781441215e-08	-1.598050961782468521e-08	1.841574134022661700e-09	3.671899506810377285e-09	3.679294411915781337e-09	3.728971349991959611e-09	1.830342485556177131e-09	3.668057233227813137e-09	3.717582405261121646e-09	1.837722861491204875e-09	3.725071455560473811e-09	1.887683957866154124e-09
