	Rn	Rp	Rtotal	Tc_average	Tc_cooling	Tc_warming	bias_freq	physical_name
0136.1.2.2136	1.446159412746065	0.3599929704276276	1.8061523831736928	0.4409288343813209	0.43263971103054466	0.4492179577320971	2136230.473406613	35.90.y
0136.1.2.2196	1.5307577689572027	0.3718290956277425	1.9025868645849453	0.4400709557394329	0.4317170347149116	0.4484248767639542	2196502.690203488	64.90.x
0136.1.2.2250	1.5765159066892591	0.43984208302338446	2.0163579897126436	0.42208376215264615	0.4137255696719233	0.430441954633369	2249450.688250363	63.90.x
0136.1.2.2290	1.6522049698005503	0.4314001914243493	2.0836051612248996	0.4388023637799475	0.4304616839365849	0.4471430436233101	2289733.891375363	63.90.y
0136.1.2.2330	1.4449598163513486	0.5479337730027977	1.9928935893541462	0.4256117321821353	0.41761708369971373	0.43360638066455687	2330245.9763363004	48.90.y
0136.1.2.2356	1.7374334825366742	0.4549181885272951	2.192351671063969	0.44120493605036504	0.4329685349064505	0.44944133719427953	2356185.9177425504	48.90.x
0136.1.2.2402	1.568707277370315	0.43994918365935126	2.008656461029666	0.43877546772846393	0.430446692335245	0.44710424312168284	2402267.4607113004	49.90.y
0136.1.2.2440	1.5119045168598884	0.4326843014628659	1.9445888183227542	0.43804590700395446	0.4296869065274933	0.4464049074804156	2439346.3181331754	49.90.x
0136.1.2.2466	1.7044033685256894	0.45722614265218214	2.1616295111778716	0.4388245090229158	0.43051919182261145	0.44712982622322023	2465057.377703488	81.90.y
0136.1.2.2514	1.7386676720283838	0.4656206456359861	2.20428831766437	0.43829093730170093	0.4299295038880615	0.44665237071534036	2514038.090594113	81.90.x
0136.1.2.2554	-0.007086964631026538	1.1413520760380684	1.134265111407042	0.5504196435574684	0.5506293545106615	0.5502099326042753	2554626.469500363	lc_resistor
0136.1.2.2628	1.4342722068776421	0.4189435365444545	1.8532157434220966	0.4432576389929713	0.4349949708735181	0.4515203071124246	2628936.772234738	47.150.y
0136.1.2.2664	1.4621858839755484	0.3931236144859125	1.8553094984614609	0.44428027393498715	0.4359903816027284	0.4525701662672459	2663345.3415706754	47.150.x
0136.1.2.2684	-0.029527190657882674	2.3368439316065794	2.3073167409486968	0.5504196435574684	0.5506293545106615	0.5502099326042753	2683105.473406613	80.150.x
0136.1.2.2750	1.3903991243435665	0.38146697108534794	1.7718660954289145	0.4412772532707569	0.4329685349064505	0.4495859716350633	2750244.145281613	80.150.y
0136.1.2.2778	1.6773456378009584	0.4506561008837145	2.128001738684673	0.4435030225218245	0.4352410338169115	0.4517650112267375	2778091.4353206754	48.150.y
0136.1.2.2840	1.6691362084682617	0.45546326664469167	2.1245994751129533	0.4425578366222232	0.43424041048024264	0.45087526276420375	2839508.061297238	48.150.x
0136.1.2.2896	1.5320529292825515	0.36030037727635095	1.8923533065589024	0.44062893303046213	0.4322995106865761	0.4489583553743481	2896804.8142269254	64.150.x
0136.1.2.2932	1.45507312492503	0.38374800430230493	1.8388211292273349	0.4405431681571707	0.4322013787776129	0.4488849575367285	2932281.498797238	64.150.y
0136.1.2.2976	1.4567489070174922	0.390559998411224	1.8473089054287162	0.4398620676048161	0.4315394915891684	0.44818464362046384	2976608.2810238004	81.150.y
0136.1.2.3008	1.7059903399359617	0.4639176163418551	2.1699079562778167	0.43948846011674625	0.43117157803314043	0.447805342200352	3008804.3259456754	81.150.x
0136.1.2.3076	1.3708347061693893	0.36299092894224544	1.7338256351116348	0.442898660073504	0.43460531656016066	0.4511920035868473	3076782.231219113	62.150.x
0136.1.2.3112	1.2590853767658117	0.4859401774109652	1.7450255541767767	0.4207239864872615	0.41256912367412824	0.4288788493003948	3112945.561297238	62.150.y
0136.1.2.3154	1.7172819008004767	0.4271912663396625	2.144473167140139	0.4426334692353855	0.4343687005200252	0.45089823795074574	3153152.4704769254	63.150.y
0136.1.2.3218	1.690983405090061	0.4344972839603465	2.1254806890504074	0.44123231504765315	0.4329685349064505	0.44949609518885586	3217468.266375363	63.150.x
0136.1.2.3262	1.394580726387902	0.3341336681367059	1.728714394524608	0.4394807514562588	0.43115682999235716	0.44780467292016046	3262405.4001644254	98.150.x
0136.1.2.3314	1.7803761218192484	0.4239766832823725	2.204352805101621	0.43973201722711197	0.4314042957310882	0.44805973872313576	3314132.6950863004	98.150.y
0136.1.2.3366	1.43815060739709	0.3194703300693496	1.7576209374664395	0.4434453156967379	0.43516750785039093	0.45172312354308486	3365478.520281613	34.150.y
0136.1.2.3408	1.677543170879288	0.38487172761588917	2.0624148984951773	0.44371725485969016	0.43550010292214836	0.4519344067972319	3408508.305437863	34.150.x
0136.1.2.3520	1.5987798555438901	0.3581541269932608	1.956933982537151	0.44291051055711156	0.43464586209525	0.4511751590189731	3520050.053484738	49.150.y
0136.1.2.3560	1.4106864237227057	0.2989901825774237	1.7096766063001294	0.44117498918034087	0.43294052690637486	0.4494094514543069	3560485.844500363	35.150.y
0136.1.2.3638	1.3522057492495017	0.2877349188103356	1.6399406680598372	0.44372641532967927	0.43551386006779325	0.45193897059156524	3637542.729265988	35.150.x
0136.1.2.3772	1.377857864323021	0.2505266728782667	1.6283845372012877	0.44203894638993213	0.43372913543264247	0.4503487573472218	3772506.7185238004	62.220.y
0136.1.2.3830	1.3929042555512283	0.24280051721134377	1.635704772762572	0.44285576905112073	0.43454044207144094	0.4511710960308005	3829498.295672238	62.220.x
0136.1.2.3894	1.3762103780814796	0.24476033201498157	1.6209707100964612	0.44119685707863576	0.43296852970911814	0.4494251844481533	3893814.0915706754	80.220.x
0136.1.2.4082	1.3192797747860345	0.21245960550902637	1.531739380295061	0.44028618817024723	0.4319942963069394	0.448578080033555	4082183.842547238	98.220.x
0136.1.2.4142	1.2391231793841375	0.20237627266506683	1.4414994520492044	0.4413940198330699	0.43312689651611436	0.4496611431500255	4141006.4743831754	35.220.x
0136.1.2.4218	1.2852181508298335	0.18095756448145017	1.4661757153112835	0.4429580272177963	0.4347047536556161	0.4512113007799765	4218826.298601925	35.220.y
0136.1.2.4280	1.1830184615092831	0.15916240404768617	1.3421808655569694	0.4424708689062814	0.43415962399800634	0.4507821138145565	4280548.100359738	47.220.y
0136.1.2.4364	1.974183913288128	0.23749146616390893	2.211675379452037	0.4434356259307163	0.43515128414198045	0.4517199677194521	4364624.028094113	47.220.x
0136.1.2.4420	1.0748736356738393	0.3728258117506709	1.4476994474245102	0.4121703483293886	0.40436730755722294	0.41997338910155424	4419631.962664425	64.220.x
0136.1.2.4572	1.7933695996196097	0.13039228162402833	1.9237618812436381	0.4417034823059618	0.4334336197049993	0.44997334490692437	4571762.08961755	34.220.y
0136.1.2.4664	1.1830694874484475	0.11351623024305856	1.296585717691506	0.4332960324511558	0.4250027534059022	0.4415893114964093	4663696.293719113	34.220.x
0136.1.2.4814	1.883080793962617	0.17755450971423453	2.0606353036768517	0.441876996474341	0.43360802941168686	0.45014596353699515	4814224.247820675	63.220.y
0136.1.2.4898	1.7973826838740186	0.1647794348659949	1.9621621187400136	0.4432358905327867	0.4350104547063651	0.4514613263592083	4897842.411883175	48.220.y
0136.1.2.4976	1.8837699044495453	0.15506079288600882	2.038830697335554	0.4429678405724163	0.4347074523401453	0.45122822880468727	4975509.6482113	48.220.x
0136.1.2.5054	1.7063732453199707	0.18407901932879425	1.890452264648765	0.4407824050556839	0.43255332671230207	0.44901148339906577	5053482.060320675	81.220.x
0136.1.2.5138	1.893042896914043	0.15567911071254376	2.0487220076265866	0.44018684465762203	0.4318960033769841	0.44847768593826	5138778.69118005	81.220.y
0136.1.2.5326	1.7515702428475985	0.13578624198736428	1.8873564848349629	0.44215942195421465	0.4338921290420714	0.4504267148663579	5325241.0935238	49.220.x
0136.1.2.6224	1.1379877423547187	0.520143557683723	1.6581313000384417	0.4136221219685575	0.405947525751138	0.4212967181859771	6224746.708758175	63.220.x
0136.1.3.3230	-0.05590423677329337	3.0161217712266564	2.960217534453363	0.5504196435574684	0.5506293545106615	0.5502099326042753	3230285.649187863	23.150.x
0136.1.3.3256	1.4993252995362683	1.6592576565676855	3.158582956103954	0.5504196435574684	0.5506293545106615	0.5502099326042753	3255462.651140988	23.150.y
0136.1.3.3316	1.2404147873661846	0.9882423430544521	2.2286571304206366	0.5504196435574684	0.5506293545106615	0.5502099326042753	3316192.631609738	116.150.y
